Titulos	Texto	Entidades
Bio-based  smart materials from Kraft lignin  SmartGrapheLignin	Com o sucesso do projeto, ao final do desenvolvimento, espera-se que a empresa possua sensor  para umidade e temperatura a ser inserido em embalagens.	
Desenvolvimento de Baterias de Estado Sólido Com Tecnologia Nacional	O objetivo deste projeto é desenvolver a tecnologia de fabricação de Baterias Toda de Estado Sólido a Base de Lítio de alta eficiência para aplicação como acumuladores de energia para dispositivos portáteis. O projeto contempla a produção de insumos cerâmicos, eletrodos e eletrólitos sólidos a base de Nióbio via processos inovadores e modernos, inéditos no Brasil: Spray Pirólise para síntese do pó e produção de pellets densos pela técnica de SPS - "Spark Plasma Sintering" como processo de sinter	
Desenvolvimento de célula toda em estado sólido com Tecnologia Nacional - Fase II	O objetivo é desenvolver uma célula toda de estados sólido utilizando um eletrólito sólido compósito incluindo um material cerâmica contendo nióbio produzido por spray-pirólises.	
Desenvolvimento de materiais biodegradáveis: papeis maleáveis e revestimentos hidrofóbicos	O presente projeto é focado no desenvolvimento de rotas de produção de materiais biodegradáveis, sendo um revestimento hidrofóbico aplicado a um substrato conhecido e um papel maleável, estando ambos voltados a utilização no ramo da beleza.	
Desenvolvimento de novo catodo NCM 811 dopado com nióbio para baterias de íons lítio com tecnologia nacional	O Objetivo é desenvolver protótipos de células de íons-lítio do tipo Pouch-Cell empregando um novo material de cátodo com alto teor de níquel e dopado com nióbio produzido por spray-pirólises.	
Desenvolvimento de revestimento inteligente de nanopartículas magnéticas com grafeno para interação reversível com material genético	O presente projeto trata-se do desenvolvimento de bead magnética revestida, que possua capacidade de ligar-se reversivamente no material genético para fins de aplicação em biologia molecular.	
Investigation of  natural origin actives for the development of advanced hair products  to promote cleaning/hydration and fast rinsing	O objetivo do projeto é desenvolver formulações (líquidas e sólidas) para aplicação como shampoo e condicionador a base de biossurfactantes e agentes formadores de espuma (origem biológica e baixa permanência), a fim de condicionar/formar um filme sobre  a fibra e facilitar e/ou evitar o enxague excessivo, reduzindo a quantidade de água necessária nessa etapa, sem impacto negativo em outros atributos avaliados durante o uso. Os principais atributos de performance que devem constar no foco são, para shampoos  volume e textura de espuma, poder de detergência, condicionamento, maciez e atributos visuais como brilho, alinhamento, controle de frizz e definição de cacheados (em todos os momentos da aplicação  aplicação, úmido e seco) e para condicionadores atributos de  cosmeticidade e visuais (maciez, desembaraço, rapidez de transformação, brilho, alinhamento, controle de frizz/volume, definicação de cachos).	
Metodologia de diagnóstico point-of-care por PCR eletroquímico	Desenvolver, em 16 meses, um método capaz de realizar a detecção da bactéria E. coli por PCR eletroquímico, utilizando biossensores eletroquímicos. A tecnologia proposta atualmente não é de domínio da empresa contratante nem de domínio público, por isso, considera-se que o nível de maturidade tecnológica inicial do projeto é 3 (TRL 3) e, conforme etapas e cronograma apresentados no presente plano de trabalho, a previsão é que o TRL de saída seja 4.	
MICROENCAPSULAMENTO DE ATIVOS NATURAIS PARA O  DESENVOLVIMENTO DE FORMULAÇÕES DE USO TÓPICO COM AÇÃO REPELENTE DE  INSETOS	O objetivo do projeto é, em 25 meses, selecionar um ativo (ou blend de ativos) de origem vegetal e, em seguida, desenvolver uma metodologia de microencapsulamento do ativo (ou blend de ativos) para posterior incorporação em uma formulação de uso tópico com ação repelente a mosquitos. O projeto contempla a microencapsulação a fim de aumentar a biocompatibilidade dos ativos com a pele, portanto pretende-se avaliar além da repelência, a biocompatibilidade da tecnologia desenvolvida.	
Aplicação de Ferramentas Químicas e Moleculares para a Promoção da Domesticação do Jaborandi e Melhor Produção de Pilocarpina	Desenvolver uma estratégia de maximização da produção do alcaloide pilocarpina através do estudo da influência dos diferentes fatores fenológicos e da composição da microbiota da rizosfera, utilizando abordagens analíticas e moleculares.	
Desenrrrrrvolvimento de formulações à base de bacteriófagos para o tratamento sustentável de mastite bovina	Este projeto de pesquisa e inovação tem como objetivo principal o desenvolvimento de um tratamento inovador a base de bacteriófagos para o tratamento de mastite bovina, dando suporte à consolidação de uma cadeia produtiva mais sustentável. A mastite bovina é uma doença que acomete cerca de 25% do rebanho no Brasil, causando prejuízo elevado para a indústria produtora de leite. A doença pode ser caracterizada clinicamente por uma inflamação aguda na glândula mamária (teto), e que resulta em modificações físico-químicas no leite. Essa doença é normalmente tratada com terapias a base de antibióticos de amplo espectro em combinação com anti-inflamatórios. No entanto, o uso massivo de antibióticos no campo tem selecionado cepas resistentes a um ou mais desses compostos (multirresistentes). A utilização de produtos à base de bacteriófagos (também referidos como fagos), vírus que naturalmente infectam bactérias, surge como uma possível solução para este problema, combatendo infecções associadas à mastite e mitigando mecanismos de resistência bacteriana. Os fagos são candidatos a substituírem ou complementarem o uso de antibióticos, com o potencial de limitar o surgimento de bactérias patogênicas resistentes, auxiliar a manutenção da qualidade de produção, bem-estar animal, saúde humana e impacto ambiental. A primeira etapa deste projeto envolve a seleção de fagos, a partir de parâmetros biológicos e físico-químicos, para o controle de bactérias normalmente associadas à mastite. Os fagos mais promissores serão, então, reunidos em coquetéis e testados em ensaios multifatoriais in vitro, incluindo o uso combinado com antibióticos para avaliar possíveis ações sinérgicas. Numa segunda etapa, formulações contendo os coquetéis (e coquetéis com antibióticos) mais eficazes serão testados em modelo murino, usando diferentes veículos e tecnologia de apresentação (ex: encapsulamento) para uma validação pré-clínica. Por fim, na terceira e última etapa do projeto, a formulação mais promissora será avaliada em campo, em ensaio clínico cego e randomizado.	
Desenvolvimento  e avaliação de coquetéis fágicos para inibição de biofilmes na indústria de limpeza	Específico (S): Desenvolver e avaliar coquetéis fágicos (compostos por bacteriófagos) com propriedades específicas para inibir a formação de biofilmes na indústria de limpeza. Mensurável (M): Avaliar a eficácia dos coquetéis fágicos em diferentes concentrações e formulações, mensurando a redução percentual da formação de biofilmes em superfícies simuladas e reais de equipamentos industriais. Atingível (A): Realizar a pesquisa em um ambiente laboratorial equipado com as ferramentas necessárias para a cultura de biofilmes, técnicas de aplicação dos coquetéis fágicos e análise microbiológica, até a validação em sua escala operacional, considerando a disponibilidade de recursos e expertise na área. Relevante (R): Contribuir para a inovação na indústria de limpeza ao fornecer uma alternativa sustentável, eficaz e específica para inibir a formação de biofilmes, reduzindo assim os problemas de contaminação e aumentando a eficiência dos processos de limpeza. Temporal (T): Desenvolver e testar os coquetéis fágicos ao longo de um período de 18 meses, com avaliações a cada fase do processo (desenvolvimento, formulação, avaliação desde a escala laboratorial até a operacional) e, ao final, consolidar os resultados para uma possível implementação prática na indústria de limpeza	
Desenvolvimento de processo de obtenção de embalagens de papel com propriedades de barreira	O presente projeto tem como principal objetivo desenvolver embalagens de papel com propriedade de barreira, utilizando aditivos de origem natural. Para isso, será otimizado o processo de refino de uma pasta celulósica oriunda de uma matéria-prima não-madeira, de modo a adequar o papel gerado às condições definidas pela empresa patrocinadora. As folhas de papel laboratoriais produzidas com esta pasta serão utilizadas para a avaliação do desenvolvimento do revestimento biopolimérico, depositado por aspersão, e contendo uma formulação otimizada ao longo do projeto a partir de matérias-primas de origem natural. Ao final, o produto será avaliado quanto as suas propriedades físico-químicas e as rotas de obtenção serão avaliadas quanto à sua viabilidade técnico-econômica.	
Desenvolvimento de unidade de tratamento inteligente para o aproveitamento energético de resíduos urbanos	Desenvolver uma planta de conversão térmica inteligente, capaz de processar diferentes resíduos sem perda de eficiência, em escala semipiloto (200 kg/h), visando a obtenção de biocombustíveis. (coque, biogás e bio-óleo).	
Otimização da produção de biochar fertilizante a partir do caroço do açaí	Otimizar as condições de pirólise e de adsorção de espécies para potencializar a produção de biochar  fertilizante a partir do caroço de açaí e minimização de resíduos; Desenvolver estudos de simulação computacional, de viabilidade técnico-econômica e projeto de  engenharia para a nova unidade de pirólise em escala comercial.	
Processos de produção de BTX verde: inovação para a indústria	Utilizar resíduos agrícolas em produtos com alto valor agregado, BTX e olefinas leves. Como resíduo se entende uma biomassa de segunda geração como bagaço de cana de açúcar e madeira proveniente das podas das cidades e fibras como de coco. Empregar resíduos agrícolas para a produção de BTX e olefinas leves, agregando valor ao material por meio de processo alternativo e com viés de sustentabilidade, em tempo estimado de 18 meses.	
Produção de polímero natural biodegradável: solução sustentável para a indústria de polímeros	O projeto tem como objetivo o desenvolvimento de polímero natural biodegradável a partir de amido, por meio de estudos de otimização de sua formulação em função da melhoria das características químicas e mecânicas do material. Além disso, a Resgreen deve incorporar compostos biossensores aos polímeros desenvolvidos no projeto, agregando a capacidade de indicação da qualidade de alimentos armazenados em embalagens produzidas com esse material. Assim, e visando um desenvolvimento com viés de aplicação comercial, o polímero natural biodegradável deve ser empregado para geração de filme polimérico com foco em lote piloto do material extrudado, viabilizando avaliação em ambiente relevante do material, que visa substituir vantajosamente as fontes fósseis.	
Scale-up e otimização da produção de fagos de interesse para  diferentes segmentos industriais	A presente proposta trata-se de um desenvolvimento biotecnológico, que visa escalonar e  otimizar a produção de bacteriófagos, para sua utilização em diferentes segmentos, como por  exemplo, controle de pragas e doenças bacterianas. O projeto se inicia com a otimização das  condições de cultivo para obtenção de fagos em escala laboratorial, a partir destes dados será  projetado um biorreator protótipo para a realização do scale up do processo. Deste modo, a presente  proposta contempla a construção de um biorreator piloto automatizado, visando um maior controle  dos parâmetros de processo e minimização dos riscos de contaminação desta solução  biotecnológica. O desenvolvimento de biorreator protótipo para produção de fagos envolverá etapas  de ajustes de parâmetros iniciais do biorreator protótipo, produção de lote de engenharia (escala  intermediária no biorreator protótipo) e produção de lote inicial. As etapas seguintes do projeto  serão a otimização dos parâmetros de produção de fagos no biorreator e validação do processo  produtivo em ambiente relevante.	
Valorização de resíduos oriundos da produção de óleos e manteigas vegetais amazônicos para geração de produtos de valor agregado	Avaliar diferentes processos de aproveitamento de resíduos oriundos da extração de óleos vegetais e produção de manteiga, por meio de ensaios em escala de laboratório somados a ferramentas de simulação computacional e obtenção de biorrefinaria em escala semi-piloto.	
Adjuvante ecológico para Agroquímico com desempenho otimizado	O projeto visa o desenvolvimento e caracterização de formulações de adjuvantes com características biodegradáveis para aplicação de insumos agrícolas visando o aumento da sua eficácia com resultados positivos na produtividade de culturas diversas e redução de impactos ambientais.	
DESENVOLVIMENTO DE FILME SUSTENTÁVEL	No cenário com necessidades de prevenção e combate a doenças e de atendimento às necessidades do pensamento circular, se insere o desenvolvimento de filme sustentável de polietileno, pela ideia de resultar em filme reciclável, biocida e oxibiodegradável para diversas aplicações de amplo consumo como em embalagens.  O projeto do filme sustentável de polietileno tem o objetivo de desenvolver filmes plásticos em polietileno reciclado incorporado com aditivos de ação biocida (virucida e bactericida) e pró-degradante como preparação à oxibiodegradação.	
Filme biocida	Desenvolvimento de filme plástico biocida para uso em cobertura para óbito	
Filmes biopoliméricos e biodegradáveis para aplicação em embalagens utilizando o conceito da economia circular	Visando atender a demanda global na redução de resíduos pós consumo, o projeto tem como objetivo a utilização de biopolímeros proveniente de resíduos da indústria para fabricação de embalagens alimentícias, tornando o processo de produção mais sustentável e com menor impacto ambiental, em acordo com o que preconiza a economia circular.	
Fluidos de usinagem biodegradáveis aditivados	Este projeto visa o desenvolvimento e caracterização de formulações de fluidos de usinagem biodegradáveis contendo aditivos, avaliação de suas propriedades tribológicas, performance em máquina e biodegradabilidade.	
Molécula Condroindutora: Tecnologia para Tratamento de Lesões de Cartilagem e Osteoartrite	Este projeto apresenta um alto impacto social e tecnológico para o mercado nacional, que afetará positivamente as aplicações clínicas. Espera-se desenvolver uma tecnologia que promova a restauração da cartilagem a partir da síntese do colágeno, expressão de marcadores celulares e modificações morfológicas que seja um tratamento em tempo único, ambulatorial e com custo reduzido e com liberação controlada no local da lesão. A partir do sucesso do projeto, essa tecnologia nacional de incorporação do ácido hialurônico a uma solução injetável contendo ácido ascórbico poderá ser realizada de forma segura e prática e ser disponibilizada para uso comercial sem a necessidade de manipulação biológica e celular avançada nessa fase. Atualmente não existe tratamento disponível satisfatório para as lesões de cartilagem, as quais podem evoluir para osteoartrite, que é considerada problema de saúde pública pela OMS devido ao envelhecimento populacional.	
Otimização de Downstream de produção de PHB e desenvolvimento de formulação para produtos injetados	O projeto consiste na otimização do downstream do processo de produção de PHB desenvolvido pela Bioreset. Será desenvolvido uma formulação que possa ser transformada pelo processo de injeção utilizando equipamentos comumente utilizados para outros termoplásticos.	
Talheres Biodegradáveis	O projeto tem como objetivo o desenvolvimento de protótipos de talheres biodegradáveis para a substituição de descartáveis que hoje utilizam resinas de fontes fósseis altamente poluentes. Os biomateriais utilizados são de fontes renováveis e biodegradáveis, incluindo a biorresina da Biopolix, desenvolvida em projeto anterior. A proposta de alteração da resistência mecânica dos biomateriais e seu processamento por injeção resultarão em um novo produto biodegradável para o mercado de alimentos e bebidas.	
Uso de Biocombustíveis e Resíduos para Redução das Emissões de CO2 na Produção de Aço para Indústria Automotiva	O presente projeto compreende uma investigação do comportamento de diferentes tipos de combustíveis sólidos alternativos aos materiais carbonosos convencionais para injeção em altos-fornos sob a ótica experimental em laboratório e a correlação com a prática do alto-forno da ArcelorMittal Tubarão. O estudo propõe a utilização de um equipamento recentemente construído no Laboratório de Siderurgia da UFRGS chamado simulador físico da zona de combustão, no qual é possível comparar diferentes combustíveis sólidos em termos de combustibilidade e comportamento da pressão durante a combustão.	
Desenvolvimento de Processo de Redução Carbotérmica de minério de ferro utilizando biomassa como fonte de carbono	Este projeto tem como objetivo o desenvolvimento de um processo de redução carbotérmica utilizando como fonte de carbono a biomassa, em um período de 24 meses. Para este desenvolvimento estão previstos ensaios utilizando diversos tipos de biomassa, que serão definidos pela Tecnored Desenvolvimento Tecnológico SA.	
Desenvolvimento de rota tecnológica de recuperação de nióbio e tântalo contidos na escória gerada na redução carbotérmica da cassiterita	Este projeto tem como objetivo o desenvolvimento de rota tecnológica de recuperação do nióbio e tântalo contidos na escória gerada no processamento do concentrado de cassiterita através do processo carbotérmico de obtenção de estanho metálico, em um período de 30 meses.	
Biometização de Tecido Vegetal	Este projeto de pesquisa e desenvolvimento tem como objetivo a confecção de um novo material, constituído de matéria-prima inócua, vegetal e biodegradável, que reproduza a textura e as propriedades organolépticas (odor e sabor) do tecido original a ser mimetizado. Serão utilizadas diferentes combinações de fibras e polpas de celulose microfibrilada para se chegar ao protótipo do produto final desejado. A confecção de materiais à base de fibras vegetais, lignocelulósicas, é objeto de pesquisa do nosso grupo de pesquisa já há mais de 10 anos, tanto em escalas macro quanto nanométricas. Assim, estamos preparados para atender a esta demanda. Apresentaremos um rol de protótipos ao longo da execução do projeto, cujas composições tenham potencial técnico e econômico para serem processadas em plantas piloto similares à de produção de papéis, que devidamente avaliadas servirão de base para a produção em escala do referido papel objetivo desta proposta.	
Desenvolvimento de Novos Catalisadores para Preparação de Surfactantes e Umectantes empregando Matéria- Prima Proveniente de Biomassa	O projeto de pesquisa tecnológico tem por finalidade o desenvolvimento de materiais para posterior aplicação como catalisadores sustentáveis e econômicos em reações de esterificação e de amidação. Efetivamente, as propriedades catalíticas dos materiais selecionados serão estudadas na obtenção do surfactante/tensoativo análogos ao caproyl methyl glucamide e ao umectante ethyl linoleate. Na busca dos materiais catalisadores e nos protocolos de síntese orgânica empregaremos métricas de química verde para melhor alcançar conceitos de sustentabilidade e de economia circular, visando assim, um desenvolvimento sustentável.	
EMBRAPII - Desenvolvimento e avaliação de magneto-ensaio para detecção de biomarcadores voltados para o diagnóstico de COVID-19 para rápida implementação	O objetivo do projeto de extensão é desenvolver e aprimorar os métodos que nosso grupo vem estudando para o diagnóstico de COVID-19 em parceria com a empresa Interprise Brasil visando obter um produto comercial para rápida implementação. O projeto proposto é um desafio tecnológico importante para a inserção no mercado dos métodos desenvolvidos por meio da produção em curto prazo de um novo teste que permita o diagnóstico de COVID-19 em larga escala podendo vir a auxiliar a testagem em massa da população.	
PREPARO E CARACTERIZAÇÃO DE NANOPARTÍCULAS POLIMÉRICAS EM SUSPENSÃO COLOIDAL CARREGADAS COM PIRETRINAS NATURAIS E ICARIDINA	Desenvolvimento e caracterização de nanopartículas em suspensão coloidal carregadas com produtos de controle de insetos pragas, com destaque para: 2.1 Nanopartículas carregadas com uma piretrina de origem natural para aplicação em aerossóis; 2.2 Nanopartículas carregadas com icaridina para aplicação em aerossóis, loções e cremes; 2.3 Desenvolvimento de nanopartículas estáveis para uso em repelentes aerossol, loções e cremes; 2.4 Busca de novos materiais para uso no desenvolvimento das nanopartículas estáveis e eficientes no nanoencapsulamento e vetorização dos compostos ativos, biocompatíveis, biodegradáveis e de baixo custo.	
APP Sybioma UFV	A Plataforma digital da Sybioma, com a ajuda deste projeto, visa gerar de forma simples e automática um projeto de restauração de propriedades rurais, oferecendo uma alternativa com maior custo benefício ao modelo tradicional de contratação do serviço e proporcionar autonomia e agilidade ao proprietário rural na elaboração e monitoramento dos projetos de restauração.	
Bambu na industria de carvão	Na busca por alternativas viáveis e sustentáveis, avaliar o bambu como suprimento de matéria prima é algo fundamental, tendo em vista que as características físico-químicas das espécies de bambu tornam o biocombustível similar a outros combustíveis derivados de madeira. Entre as fontes alternativas, o bambu pode ser destacado por apresentar algumas propriedades similares à madeira e outros materiaislignocelulósicos em termos de teor de carbono e potencial calorífico (NMBA, 2005), além da vantagem econômica, uma vez que atinge seu pleno crescimento em apenas alguns meses e alcança sua máxima resistência mecânica em poucos anos. Algumas espécies de bambus apresentam potencial para fins energético, principalmente, espécies com colmos totalmente sólidos, como exemplo o Dendrocalmus stricus.  Entretanto, há a necessidade de iniciar projetos que visem o maior estudo de tal espécie, buscando assim, obter resultados satisfatórios quebrando os desafios. Dessa forma, o projeto visa avaliar as características das espécies de bambu como matéria prima para produção de carvão vegetal.	
Biomassa Alternativa BC	O projeto proposto visa desenvolver tecnologias para a obtenção de fibras alternativas a partir da biomassa de bambu e de cana-de-açúcar, bem como avaliar as propriedades físico-químicas e mecânicas das fibras e dos papéis tissue produzidos. O projeto também pretende realizar uma análise do ciclo de vida dos produtos, comparando-os com os papéis tissue convencionais, produzidos a partir de fibra de madeira ou reciclada. Espera-se que o projeto contribua para o avanço do conhecimento científico e tecnológico na área de papel e celulose, bem como para o desenvolvimento de produtos inovadores, competitivos e sustentáveis para o mercado consumidor.	
Bioprodutos Lignocelulósicos	Esse projeto busca, assim, fornecer subsídios sólidos para a implementação de uma tecnologia inovadora e sustentável de produção de biochar a partir de resíduos lenhosos florestais. Com a promoção da utilização do biochar como estratégia de mitigação de GEE e a possibilidade de gerar créditos de carbono, espera-se contribuir significativamente para a redução das emissões e para a conservação do meio ambiente. Além disso, o aproveitamento de resíduos florestais como matéria-prima para a produção de biochar também pode trazer benefícios sociais e econômicos, impulsionando a economia circular e promovendo a sustentabilidade na indústria florestal.	
Biossoluções em Dendê	As biossoluções vegetais são qualquer substância ou microrganismo aplicado às plantas com o objetivo de aumentar a eficiência nutricional, a tolerância ao estresse abiótico e/ou as características de qualidade da cultura, independentemente do seu teor de nutrientes. O presente trabalho terá como objetivo testar o efeito destes produtos na produção de mudas de Dendê (Elaeis guineensis, Jacq) e estabelecer um protocolo de aplicação. Isso poderá promover melhorias na cultura do dendezeiro, através da: diminuição do tempo de expedição das mudas, redução dos custos com as mudas no viveiro, maior taxa de sobrevivência na implantação e redução de replantios.	
Coco verde	O crescente aumento na produção de carvão vegetal nos últimos anos para fins energéticos, está interligado a substituição do carvão mineral, e, consequentemente na redução nas emissões de gases do efeito estufa gerados no processo de produção (GEE, 2019). Em países de clima tropical como o Brasil, são produzidos milhões de toneladas de resíduos agroflorestais por ano, provenientes das principais culturas brasileiras, das atividades agrossilvipastoris, manejo florestal e colheita. ( SCHNEIDER, 2012), dentre as quais destaca-se os resíduos de coco verde provenientes de vendas ao varejo do próprio coco, bem como de comercialização em garrafas (água de coco).  Segundo o Documento Técnico da Embrapa (2019), no Brasil são produzidos anualmente mais de 2 milhões de toneladas de frutos de coco, e 80% do peso total são consideradas cascas, logo o volume gerado desses resíduos é bastante expressivo, totalizando em aproximadamente 729 mil toneladas ao ano e a região sudeste gerando aproximadamente 56 mil ton/ano. Deste modo, o aproveitamento dos resíduos do coco tem potencial para colaborar com a demanda de madeira para geração de energia, bem como na produção de carvão vegetal (biochar), para a diminuição dos impactos ambientais causados devido ao acúmulo desses resíduos, geração de empregos e renda e contribuir com o desenvolvimento regional ( SCHNEIDER, 2012).	
Destoca biológica	A presença de tocos e raízes remanescentes após colheita do eucalipto ou do pinus é um entrave para a passagem de máquinas e implementos para um novo ciclo de manejo da cultura. A remoção dos tocos é realizada de forma mecânica que além de ser uma operação onerosa pode provocar prejuízos para o ecossistema. Desta forma, o cultivo controlado dos microrganismos via fermentação semissólida empregando subprodutos lignocelulósicos como fontes de carbono poderá proporcionar a obtenção da maquinaria enzimática estável e eficiente para aplicação direta e acelerar a degradação dos tocos de madeira associada ou não a estabilizantes, matrizes de imobilização enzimática e/ou microrganismos benéficos.	
Embriogênese Somática de Pinus	O presente projeto tem como objetivo estabelecer um sistema de propagação de Pinus taeda L., via embriogênese somática, a partir do cultivo in vitro de meristemas e primórdios foliares imaturos. A execução desse projeto contribuirá para o desenvolvimento de ferramentas biotecnológicas de Pinus e subsidiará tomadas de decisões a fim de viabilizar a propagação clonal dessa importante espécie silvicultural. Resultados preliminares obtidos pelo laboratório de Cultura de Tecidos Vegetais da Universidade Federal de Viçosa evidenciaram a formação de calos a partir do cultivo de meristemas e explantes foliares de P. taeda quando cultivados em meio de indução. Contudo, novos ensaios são necessários para otimizar o processo de indução de linhagens embriogênicas, maturação e a conversão dos embriões somáticos em plântulas. O sucesso da embriogênese somática a partir de órgãos vegetativos trará possibilitará a clonagem direta de genótipos elites da espécie.	
Formigas Cortadeiras UFV - Fase 2	Estudos preliminares, testes laboratoriais e em campo confirmam a ação deletéria da azadiractina no fungo cultivado pelas formigas e o potencial de uso de uma isca a base do composto no controle desses insetos. A azadiractina, apresenta como vantagens, além dos diferentes modos de ação, o fato de ser considerado um biopesticida de baixa toxicidade a mamíferos que é degradado facilmente no ambiente. Unir a ação inseticida a uma possível ação fungicida no controle das formigas- cortadeiras configura uma grande estratégia contra esses insetos, além de sua veiculação em iscas nas colônias.	
Geadas UFV	No Brasil, um dos fenômenos ambientais que mais causam prejuízos econômicos ao setor florestal é a geada, que ocorre com maior frequência na região centro-sul do país.  Os danos que a geada pode causar às árvores são variados, o que inclui injúrias ou até a morte da planta ou de partes dela, comprometendo, assim, o crescimento e o incremento de biomassa (SOUZA et al., 2011; SOARES et al., 2015). Diante de tal cenário, muitas empresas com cultivos florestais em regiões de risco têm buscado estratégias para contornar o problema, de forma a aperfeiçoar o processo de seleção do local mais adequado para plantio ou para destinação de materiais genéticos resistentes.	
Manta Biodegradável	A manta  FertUP e Biomanta-PRÓ é uma tecnologia única, que engloba múltiplos benefícios, sendo de nutrição, retenção de umidade, redução de tratos culturais, proteção de  sementes,  eliminação de riscos de erosão e desmoronamento de solos, entre outros. Assim a produção e testes das mantas em maior escala se tornam importantes para expandir o produto para o mercado.	
Melhoramento Genético de Bambu	Na busca por alternativas viáveis e sustentáveis, avaliar o bambu como suprimento de  matéria prima é algo fundamental, tendo em vista que as características físico - químicas das  espécis de bambu podem tornar o bioredutor similar a outros combustíveis derivados de  madeira e com ciclo de corte de em média 2,5 anos. Entre as fontes alternativas, o bambu pode ser destacado por apresentar algumas propriedades similares à madeira e outros materiais lignocelulósicos em termos de teor de  carbono e potencial calorífico (NMBA, 2005). Os bambus apesar de serem pouco exigentes com relação ao solo e regime hídrico, somente alcançarão boa produtividade se todas as condições ideais para cada espécie forem observadas, assim tal cultura carece de estudos.	
Melhoramento Genético RJ	O melhoramento genético florestal desempenha um papel crucial na produção sustentável de madeira, na conservação da  biodiversidade e na mitigação das mudanças climáticas, uma vez que árvores melhoradas geneticamente podem crescer mais rapidamente, capturar mais carbono da atmosfera e resistir a ameaças ambientais, contribuindo assim para a saúde e a resiliência das florestas. Assim, o projeto visa o desenvolvimento de novos materiais genéticos de bambu, Eucalyptus e Corymbia adaptados para na região norte do Rio de janeiro.	
Métodos moleculares	O projeto busca elucidar as bases moleculares e fisiológicas associadas à tolerância diferencial a seca e alta temperatura em Eucalyptus. Para tanto, utilizar-se uma combinação de ferramentas fisiológicas, metabólicas e moleculares na tentativa de identificar potenciais bioindicadores que possam ser utilizados na seleção precoce de genótipos capazes de apresentar melhor desempenho frente a estresses térmico e limitação hídrico.	
Projeto Biotecnologia Florestal	Atualmente, as florestas plantadas no Brasil compreendem cerca de 9 milhões de hectares, dos quais 6,97 milhões são florestas de eucaliptos e 1,64 milhões de Pinus. Essas florestas geraram um impacto na economia de 1,2% do PIB de 2019, do qual o setor de celulose e papel foi responsável por 46,5% da participação do PIB, demonstrando sua grande relevância e capacidade de geração de empregos diretos e indiretos (INDÚSTRIA BRASILEIRA DE ÁRVORES - IBÁ, 2020). Sendo assim, o desenvolvimento de produtos em biotecnologia florestal se torna importante para a continua evolução do setor florestal, que tem uma grande importância na economia brasileira.  Dada a grande demanda por sustentabilidade e produtividade nas florestas, empresas privadas e órgãos públicos têm-se dedicado a pesquisas em melhoramento genético, visando a seleção de caracteres quali/quantitativos como altura, diâmetro, volume, qualidade da madeira e tolerância a doenças (GRATTAPAGLIA; KIRST, 2008). Entretanto, devido ao longo período juvenil em especial na cultura do eucalipto, torna a seleção de árvores e disponibilização de materiais superiores um longo processo de 8 a12 anos (BOERJAN, 2005). Considerando esse panorama, pesquisas em biotecnologia florestal têm sido cada vez mais aplicadas em diferentes espécies, visando diversificar os germoplasmas existentes, ampliar a variabilidade fenotípica e genética, acelerando os programas de melhoramento. A exemplo, podem-se citar o uso de poliploides sintéticos em diferentes materiais de eucaliptos, e o emprego de tecnologias que envolvem um alto investimento financeiro e técnico, como a transformação genética e a seleção genômica ampla (GRATTAPAGLIA; KIRST, 2008; HAN et al., 2011; SILVA; CARVALHO; CLARINDO, 2019).	
Propagação de Açai	Ferramentas biotecnológicas, como a embriogênese somática, têm sido desenvolvidas para a multiplicação de palmeiras em decorrência das dificuldades de propagar vegetativamente essas espécies por métodos convencionais. Para o açaizeiro (Euterpe oleracea), porém, poucos estudos de embriogênese somática foram desenvolvidos (Ledo et al. 2002; Scherwinski-Pereira et al. 2012; Freitas et al. 2016), sendo a grande maioria utilizando embriões zigóticos como explantes. Contudo, a utilização de cultura de embriões zigóticos ou inflorescências dificultam o uso rotineiro da embriogênese somática para a clonagem de plantas matrizes selecionadas devido a segregação do material genético após a fertilização cruzada.  Os protocolos de regeneração in vitro estabelecidos para Euterpe oleracea estão longe de ser uma realidade devido a reduzida taxa de formação de embriões somáticos. Além disso, a utilização de cultura de embriões zigóticos ou inflorescências dificultam o uso rotineiro da embriogênese somática para a clonagem de plantas matrizes selecionadas devido a segregação do material genético após a fertilização cruzada.  Dessa forma o projeto visa estabelecer sistemas de  regeneração viáveis de Euterpe oleracea.	
Tubetes Biodegradáveis	A produção de mudas com alto padrão de qualidade é um quesito de fundamental importância para o sucesso dos empreendimentos florestais (GOMES & PAIVA, 2013). No Brasil, os tubetes de plástico predominam na produção de mudas dos gêneros Eucalyptus, mas seu uso apresenta uma série de prejuízos à qualidade das mudas produzidas, principalmente ao desenvolvimento do sistema radicular.  Na busca por novos sistemas de produção de mudas florestais, os recipientes biodegradáveis têm ganhado destaque por trazerem um conceito técnico de manutenção da arquitetura natural do sistema radicular (ALFENAS et al., 2009). Assim, desenvolver um protocolo de produção de mudas de Eucalyptus e Corymbia em recipientes biodegradáveis (Paperpots) no sistema Tubetes biodegradáveis é necessário.	
Desenvolvimento de metodologias analíticas para avaliação do perfil dos produtos de degradação e estabilidade de foto-fármacos para tratamento de câncer de pele e controle microbiológico e preparação para aprovação pela ANVISA	Desenvolvimento de metodologias analíticas para avaliação do perfil dos produtos de degradação e estabilidade de foto-fármacos para tratamento de câncer de pele e controle microbiológico e preparação para aprovação pela ANVISA	
